1887,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,cSCI
Itprid1,4.68E-12,-0.603158269,0.064,0.11,1.24E-07,-0.819644495,0
Emd,3.84E-10,-0.603849836,0.058,0.098,1.02E-05,0,0
Trp53rkb,1.63E-06,-0.603926162,0.045,0.071,0.04339806,0,0
Arhgap22,2.22E-23,-0.604968374,0.183,0.282,5.91E-19,0,0
Eme2,1.10E-11,-0.60566494,0.076,0.124,2.92E-07,0,0
Ccdc124,4.32E-14,-0.606285218,0.089,0.147,1.15E-09,0,0
Cobll1,2.56E-07,-0.606542429,0.048,0.077,0.006817471,0,0
Unc13b,3.42E-68,-0.606621271,0.575,0.736,9.09E-64,0,0
Crtc2,8.38E-16,-0.606716613,0.13,0.201,2.23E-11,0,0
Vamp2,1.13E-31,-0.607491765,0.34,0.474,3.01E-27,-0.38529317,0
Tmem160,1.75E-13,-0.607728909,0.052,0.099,4.66E-09,0,0
Epop,6.39E-07,-0.608577614,0.029,0.053,0.017001143,0,0
Lair1,4.85E-08,-0.609087023,0.044,0.075,0.001288649,-0.946669385,0
Coprs,1.12E-09,-0.609912766,0.081,0.124,2.99E-05,0,0
Ccdc85b,2.40E-24,-0.610194215,0.202,0.308,6.39E-20,0,0
Them6,2.51E-08,-0.610497692,0.078,0.117,0.000667534,0,0
Tm6sf2,1.00E-06,-0.611909923,0.049,0.077,0.026582695,-0.492432315,0
Antxr2,1.83E-17,-0.612393494,0.122,0.196,4.85E-13,0,-0.46412323
Pla2g6,2.48E-09,-0.612959738,0.103,0.15,6.59E-05,0,0
Tpmt,1.55E-16,-0.61308181,0.126,0.198,4.11E-12,0,0
Gstm5,5.47E-14,-0.614283491,0.057,0.107,1.45E-09,0,0
Brd3os,1.24E-07,-0.614380787,0.058,0.091,0.003288461,0.34538061,0.499352446
Homez,7.63E-08,-0.614603245,0.07,0.106,0.002027601,0,0
Bola2,3.97E-14,-0.614851699,0.075,0.129,1.06E-09,0,0
Mrpl36,7.42E-11,-0.618482813,0.065,0.108,1.97E-06,0.337964566,0
Grk2,5.30E-17,-0.618802009,0.207,0.292,1.41E-12,0,0
Lingo3,3.24E-07,-0.619027259,0.057,0.088,0.008622696,0,0
Tmem42,8.60E-13,-0.619117904,0.057,0.103,2.29E-08,0,0
Rpl12,1.54E-17,-0.619306785,0.175,0.259,4.11E-13,-0.450755783,0
Nr4a3,7.93E-19,-0.619536604,0.14,0.222,2.11E-14,-1.046138803,0
Ost4,1.69E-10,-0.619547588,0.091,0.14,4.51E-06,0,0
Pop5,4.18E-39,-0.619605343,0.304,0.459,1.11E-34,0,0
Pofut2,2.86E-10,-0.619968039,0.067,0.109,7.60E-06,0,0
Mettl24,1.02E-21,-0.620286329,0.194,0.29,2.71E-17,0,0
Mvd,2.05E-08,-0.621584996,0.059,0.094,0.000546327,-0.811991991,0
6330411D24Rik,2.49E-09,-0.622157549,0.044,0.078,6.61E-05,-1.028937059,-1.373873407
Atp6v0c,1.51E-57,-0.622778393,0.517,0.682,4.02E-53,0,0.439788166
Rac3,7.19E-09,-0.623199597,0.069,0.107,0.000191063,0,0
Psmb10,1.05E-08,-0.623425615,0.036,0.066,0.000280108,0,0
Mrgbp,2.92E-15,-0.624131585,0.141,0.211,7.77E-11,0,0
Hmgcr,3.11E-84,-0.62485545,0.673,0.806,8.28E-80,-0.730487821,0
Comtd1,4.31E-10,-0.625095893,0.087,0.134,1.15E-05,0,-0.352302746
Bsg,6.50E-45,-0.625136066,0.383,0.55,1.73E-40,0,0
Rpl18,7.50E-16,-0.625312994,0.128,0.2,1.99E-11,0,0
Bag6,5.42E-15,-0.625339186,0.157,0.23,1.44E-10,0,0
Rwdd2a,5.49E-13,-0.625733192,0.1,0.157,1.46E-08,0,0
Timm8b,3.55E-17,-0.626790417,0.122,0.195,9.44E-13,0,0
Nat8l,7.59E-28,-0.626992421,0.226,0.343,2.02E-23,0,0
Fndc10,1.40E-06,-0.627070785,0.041,0.067,0.037256692,0.548946967,0
Nr1d1,3.82E-15,-0.629224942,0.134,0.203,1.02E-10,0,0
Tmem14c,1.25E-13,-0.630101711,0.083,0.138,3.32E-09,0,0
Ndufs8,1.46E-10,-0.630643875,0.065,0.108,3.89E-06,0,0
2310022B05Rik,1.68E-10,-0.630806761,0.075,0.119,4.46E-06,0,-0.591751997
Ppif,4.83E-17,-0.631337805,0.125,0.198,1.28E-12,-0.409198572,0
Scand1,6.13E-16,-0.631432193,0.101,0.166,1.63E-11,0,0
Rhpn1,5.70E-08,-0.631615264,0.059,0.093,0.001516451,0,0
Hist1h2be,3.34E-13,-0.631790662,0.114,0.175,8.87E-09,-0.394261002,0
Hes1,4.31E-36,-0.63243395,0.364,0.504,1.15E-31,0,0
Cdk5r2,7.63E-13,-0.633399422,0.074,0.125,2.03E-08,-0.406097653,-0.778044364
Atf4,3.97E-16,-0.633772828,0.122,0.192,1.06E-11,-0.336557825,0
Atp5o,2.46E-38,-0.634479658,0.31,0.459,6.54E-34,0,0
D8Ertd738e,4.99E-16,-0.63459394,0.119,0.188,1.33E-11,0,0
Mrpl34,6.68E-11,-0.635503522,0.052,0.092,1.78E-06,0,0
Pcgf2,4.89E-16,-0.63584725,0.204,0.285,1.30E-11,0,0
Rnf5,6.22E-08,-0.63617281,0.058,0.092,0.001654571,0,0
Mei1,2.23E-13,-0.636240882,0.081,0.135,5.93E-09,0,0
Hist1h4i,1.23E-10,-0.636950202,0.045,0.083,3.27E-06,-0.77248554,0
Rpl41,1.52E-48,-0.638116848,0.352,0.526,4.05E-44,0,0
Ccdc160,7.23E-10,-0.638663607,0.054,0.092,1.92E-05,0,0
Atp6v0e2,6.80E-25,-0.638947726,0.159,0.26,1.81E-20,0,0
Fap,1.46E-10,-0.640009478,0.051,0.09,3.89E-06,-0.643390193,0
Git1,1.01E-16,-0.640327716,0.173,0.251,2.70E-12,0,0
Lamtor4,1.93E-22,-0.640349804,0.176,0.273,5.13E-18,0,0
Arf5,2.05E-43,-0.640991751,0.343,0.509,5.45E-39,0,0
Mrpl12,2.51E-18,-0.641318032,0.106,0.179,6.67E-14,0,0
Crybg3,1.03E-11,-0.641440824,0.079,0.128,2.75E-07,0.497451325,0.541723936
Tufm,3.48E-12,-0.643342078,0.051,0.094,9.26E-08,0,0
Chchd2,8.22E-35,-0.64380019,0.265,0.406,2.19E-30,0,0
Tomm7,1.85E-16,-0.64449833,0.111,0.181,4.93E-12,0,0
Gpx4,1.72E-28,-0.644709581,0.251,0.372,4.58E-24,0,0
Mul1,1.30E-20,-0.645149058,0.124,0.207,3.46E-16,0,0
Nefl,8.08E-23,-0.64595548,0.24,0.345,2.15E-18,0,0
Lss,1.55E-24,-0.64786479,0.223,0.329,4.13E-20,-0.635495556,0
Tuba1b,1.32E-26,-0.647881306,0.21,0.323,3.52E-22,0,0
Hspe1,6.14E-24,-0.648296107,0.181,0.284,1.63E-19,-0.404881669,0
Ak7,1.83E-06,-0.649384499,0.06,0.09,0.048756339,0,0
Smim26,9.92E-09,-0.651083068,0.063,0.099,0.000263757,0,0
Fam89b,5.42E-08,-0.652025144,0.063,0.097,0.001441653,0,0
Praf2,1.23E-07,-0.652181553,0.051,0.082,0.003274111,-0.356652552,0
Hist2h4,2.51E-12,-0.65363297,0.035,0.072,6.68E-08,-0.487741057,0
Fkbp2,1.72E-38,-0.653872458,0.327,0.475,4.57E-34,0,0
Mrpl41,2.57E-68,-0.654257168,0.555,0.736,6.82E-64,-0.483856695,0
Fndc4,7.95E-15,-0.65453371,0.122,0.187,2.11E-10,0,0
Ckb,1.51E-72,-0.655126933,0.615,0.776,4.01E-68,0,0
Hspa8,7.51E-59,-0.655491148,0.524,0.681,2.00E-54,0,0
Znrd2,3.11E-09,-0.656071585,0.106,0.152,8.26E-05,0.342705555,0
Ebpl,1.81E-06,-0.656073799,0.141,0.183,0.04810951,-0.375723072,-1.196523572
Bloc1s6,8.42E-07,-0.656468731,0.044,0.071,0.022397703,0,0
Tmem94,1.19E-27,-0.656522625,0.241,0.358,3.16E-23,0.407819029,0
Acadvl,1.72E-20,-0.656660537,0.164,0.253,4.58E-16,0,0
Mif,3.77E-30,-0.656819644,0.236,0.361,1.00E-25,0,0
Cep41,1.52E-12,-0.657037071,0.065,0.113,4.05E-08,0,-0.39708379
Atp5g3,8.57E-28,-0.65713113,0.252,0.371,2.28E-23,0,0
Dglucy,1.02E-15,-0.657840872,0.071,0.128,2.71E-11,-0.321808389,-1.257627674
Borcs6,1.15E-08,-0.658365288,0.038,0.068,0.000306649,0,0
Uqcrb,2.83E-23,-0.658941232,0.168,0.265,7.51E-19,0,0
Insig1,2.67E-23,-0.658985972,0.16,0.255,7.11E-19,-0.534313624,0
Atad2,1.85E-26,-0.659578856,0.185,0.294,4.93E-22,0,0
mt-Co3,7.80E-37,-0.659732226,0.273,0.415,2.07E-32,0.553911427,0
Rimklb,1.42E-21,-0.660382481,0.192,0.286,3.78E-17,0,0
Sh3d19,1.27E-08,-0.661448567,0.215,0.272,0.000337217,0,0
Prrt1,2.23E-42,-0.66191153,0.359,0.508,5.92E-38,0,0
Ankrd34b,1.79E-24,-0.662006438,0.159,0.257,4.77E-20,-0.596954041,0
Slc25a5,2.02E-15,-0.662616863,0.105,0.169,5.36E-11,0,0
Rab3a,5.51E-42,-0.662734929,0.297,0.453,1.46E-37,0,0
Timm50,3.37E-12,-0.662734945,0.063,0.108,8.95E-08,0,0
Sccpdh,3.76E-15,-0.663746201,0.091,0.152,1.00E-10,0,0
Rpa3,3.22E-10,-0.663754754,0.08,0.124,8.57E-06,-0.367098026,0
Ndufc1,4.08E-29,-0.664224031,0.189,0.305,1.09E-24,0,0
Rps21,1.06E-39,-0.664929679,0.29,0.442,2.82E-35,0,0
Slc25a10,1.01E-10,-0.665526966,0.05,0.089,2.69E-06,-0.327626544,0
9630014M24Rik,1.85E-47,-0.6660932,0.259,0.429,4.93E-43,0,0
Epb41l4aos,1.07E-06,-0.666529857,0.048,0.075,0.028525587,0,0
Clu,3.13E-17,-0.667365463,0.093,0.16,8.33E-13,0,0
Fbxo17,9.49E-07,-0.667689397,0.037,0.062,0.025232611,0,0
Mgat4c,9.28E-141,-0.66832519,0.793,0.938,2.47E-136,-0.391410925,0
Arhgef40,2.43E-10,-0.669006475,0.063,0.104,6.47E-06,0.463320562,0.87739463
Ampd2,1.05E-07,-0.669593975,0.066,0.1,0.002789322,0,0
Cox5b,2.17E-35,-0.670939948,0.213,0.349,5.78E-31,-0.332216644,0
Rpl37,5.17E-41,-0.671088097,0.263,0.416,1.38E-36,0,0
Tprgl,6.95E-11,-0.671279464,0.078,0.124,1.85E-06,-0.321608951,0
Cuta,7.37E-33,-0.672285392,0.189,0.314,1.96E-28,0,0
Tmem159,2.15E-08,-0.673069803,0.071,0.108,0.000571535,0.617319218,0
Myl6,1.02E-59,-0.673189034,0.474,0.654,2.71E-55,0.420864912,0
Tmed4,3.37E-15,-0.674008385,0.121,0.188,8.95E-11,0,0
Eef2,4.25E-35,-0.674841694,0.259,0.396,1.13E-30,0,0
Fau,6.65E-39,-0.675248259,0.305,0.455,1.77E-34,0,0
Ier5,1.32E-28,-0.679830348,0.189,0.305,3.52E-24,-0.41082674,0
Atxn2l,1.83E-79,-0.679998857,0.593,0.782,4.86E-75,0.471757177,0.661668571
Cox6c,2.26E-45,-0.681238794,0.379,0.539,6.00E-41,0,0
Ndufa2,2.41E-28,-0.681554204,0.141,0.247,6.39E-24,0,0
Zfp414,7.41E-08,-0.682206851,0.046,0.076,0.001969803,0.357838667,0
Hist3h2ba,1.14E-09,-0.682341288,0.068,0.109,3.02E-05,0,0
Ap2s1,3.99E-18,-0.682924062,0.13,0.207,1.06E-13,0,0
Fbxl6,1.13E-21,-0.685317031,0.114,0.196,3.02E-17,0,0
Eif5a,2.44E-22,-0.685607753,0.176,0.272,6.50E-18,0,0
Arhgap29,6.95E-35,-0.686303289,0.229,0.363,1.85E-30,0,0
Fabp5,3.53E-23,-0.687865896,0.123,0.211,9.38E-19,-0.328872891,0
Hapln4,7.06E-25,-0.689485149,0.167,0.267,1.88E-20,0,0
Dohh,8.28E-11,-0.689687074,0.074,0.119,2.20E-06,0,0
Dynll1,1.09E-44,-0.690077666,0.322,0.484,2.90E-40,0,0
Haghl,1.48E-91,-0.690112029,0.663,0.817,3.93E-87,0,0
Dbi,2.09E-14,-0.690458069,0.072,0.126,5.55E-10,0,0
Opn5,4.48E-07,-0.690483003,0.032,0.057,0.011911821,0,0
Pcsk1,1.86E-46,-0.690598486,0.3,0.464,4.95E-42,-1.000079327,0
Sh3bgrl3,4.81E-30,-0.690756408,0.192,0.31,1.28E-25,0,0
Phlda1,1.21E-06,-0.691281156,0.037,0.062,0.032100931,0,0
Adrm1,2.55E-14,-0.691426241,0.117,0.181,6.77E-10,0.412415638,0.320106832
Magee1,1.37E-08,-0.691502327,0.057,0.092,0.000363368,0,0
Dxo,3.19E-10,-0.692656183,0.058,0.098,8.48E-06,0,0
Cip2a,1.90E-08,-0.692762069,0.041,0.072,0.000504853,-0.703019249,-0.414142504
Ccdc97,2.82E-07,-0.692969534,0.044,0.072,0.007493485,0,0.925269465
9330188P03Rik,7.94E-08,-0.69323792,0.034,0.061,0.002110355,-0.399209141,-0.841329545
Kcna4,1.23E-12,-0.694292685,0.068,0.116,3.26E-08,-0.532203327,0
Thap1,9.06E-09,-0.69462735,0.045,0.078,0.000240924,0,0
Ndufa11,6.43E-37,-0.694739917,0.217,0.354,1.71E-32,0,0
Prxl2b,3.88E-08,-0.694999784,0.048,0.079,0.001031327,0,0
Myl4,1.74E-14,-0.695251193,0.069,0.122,4.63E-10,-0.382037576,0
Rpl36,1.24E-35,-0.695950849,0.232,0.369,3.28E-31,0,0
Kcnh2,3.27E-09,-0.696371211,0.041,0.073,8.68E-05,0.475923578,0
Gfra4,7.10E-13,-0.696459794,0.065,0.114,1.89E-08,0,0
Atp5h,7.38E-58,-0.696713255,0.411,0.586,1.96E-53,0,0
Pcsk1n,3.11E-61,-0.697342967,0.449,0.635,8.27E-57,0.406167411,0.726786027
Ndufb11,5.35E-22,-0.69814957,0.088,0.164,1.42E-17,0,0
Chchd10,5.50E-42,-0.698164888,0.216,0.367,1.46E-37,0,0
Maged2,1.61E-06,-0.698549722,0.03,0.053,0.042890304,0,0
Atp6v1f,1.44E-18,-0.698799124,0.131,0.209,3.82E-14,0,0
Tuba1a,3.80E-44,-0.698842386,0.347,0.503,1.01E-39,0,0
Ppp1ca,1.80E-14,-0.69910755,0.115,0.178,4.79E-10,0,0
mt-Atp6,3.08E-14,-0.699710186,0.107,0.168,8.18E-10,0.555908995,0
Hmgcs1,3.56E-61,-0.701252977,0.411,0.593,9.46E-57,-0.476316461,0
Clk2,1.51E-39,-0.701876982,0.475,0.601,4.01E-35,0,-0.337688801
Dnajb1,7.46E-13,-0.703646866,0.047,0.09,1.98E-08,-0.765820272,-1.060145047
Tob1,1.37E-19,-0.704865419,0.13,0.21,3.64E-15,-0.775406666,0
Mpv17l2,1.56E-08,-0.70514524,0.036,0.065,0.000414249,0,0
Arfip1,2.38E-07,-0.705193279,0.031,0.056,0.006319604,0,0
Arhgef37,1.63E-10,-0.705352003,0.043,0.079,4.32E-06,-0.469905625,0
Enho,2.75E-08,-0.706452839,0.043,0.073,0.000730851,0,0
Cfl1,3.23E-41,-0.707648131,0.334,0.485,8.58E-37,0,0
Hydin,4.49E-15,-0.707833796,0.1,0.163,1.19E-10,0,0
Col25a1,1.78E-09,-0.710275449,0.058,0.095,4.73E-05,-0.544086195,-1.285562125
Paxx,1.64E-16,-0.710640037,0.091,0.155,4.36E-12,0,0
Fbxo47,2.07E-10,-0.710753933,0.041,0.076,5.52E-06,0,0
Pacsin3,1.26E-13,-0.711156342,0.057,0.105,3.35E-09,0,0
Cycs,6.00E-23,-0.711804419,0.159,0.254,1.60E-18,-0.356463614,0
Edf1,4.23E-29,-0.712757996,0.21,0.328,1.13E-24,0,0
1700105P06Rik,3.99E-13,-0.713356137,0.048,0.092,1.06E-08,0,0
Ahnak2,2.25E-07,-0.713530223,0.037,0.064,0.005990127,0,0.65000282
Rce1,1.15E-13,-0.714357607,0.078,0.131,3.05E-09,0,0
AI837181,1.05E-07,-0.71506945,0.048,0.078,0.002801954,0,0
Serpinb8,5.90E-18,-0.715957741,0.093,0.16,1.57E-13,0,0
Frs3,2.56E-10,-0.716023367,0.061,0.102,6.82E-06,0,0
Mocs3,1.25E-08,-0.71625394,0.025,0.05,0.00033191,0,0
C630043F03Rik,4.16E-10,-0.716590611,0.051,0.088,1.11E-05,0,0
Fam241b,1.16E-13,-0.716754746,0.083,0.138,3.08E-09,0,0
Zfp97,8.89E-07,-0.717633224,0.047,0.075,0.023624823,0,0
Cbx8,2.48E-11,-0.717796975,0.046,0.085,6.59E-07,0,0.571177193
Nacad,1.55E-10,-0.719315787,0.045,0.082,4.13E-06,0,0
Alg1,1.69E-13,-0.720721428,0.086,0.141,4.50E-09,0,0
Tor1aip1,8.32E-13,-0.722280394,0.201,0.272,2.21E-08,0,0
Abhd11,1.33E-11,-0.724009388,0.063,0.107,3.53E-07,0,0
Crip2,3.60E-30,-0.724429465,0.133,0.24,9.58E-26,0,-0.340891861
Tmprss9,7.10E-12,-0.724673994,0.055,0.097,1.89E-07,0.471631358,0
Uqcr10,5.19E-35,-0.724713018,0.223,0.355,1.38E-30,0,0
Idi1,8.10E-20,-0.725290316,0.106,0.181,2.15E-15,-0.929392222,0
Apex1,7.22E-09,-0.725510541,0.045,0.078,0.00019186,0,0
Snhg6,4.28E-10,-0.727467907,0.057,0.095,1.14E-05,0,0
Pfn1,7.12E-13,-0.727546026,0.055,0.101,1.89E-08,0,0
Sptssb,1.86E-10,-0.728456117,0.047,0.083,4.94E-06,-0.537672684,0
Arhgdia,7.53E-20,-0.728695441,0.125,0.205,2.00E-15,0,0
3222401L13Rik,1.06E-12,-0.729697658,0.074,0.124,2.83E-08,0,0
Ctxn1,1.46E-24,-0.731351246,0.145,0.24,3.89E-20,0,0
6330403K07Rik,4.42E-27,-0.731607429,0.18,0.288,1.17E-22,0,-0.460162543
Actg1,8.01E-46,-0.732532259,0.3,0.464,2.13E-41,0,0
Kcnv1,4.40E-13,-0.732968529,0.045,0.087,1.17E-08,-0.404250974,0
Fasn,3.97E-13,-0.734189625,0.091,0.146,1.05E-08,0,0
Rsad1,8.17E-10,-0.734659992,0.07,0.111,2.17E-05,0.382836241,0
Tmem107,3.38E-09,-0.734880093,0.05,0.085,9.00E-05,0,0
Fuca1,1.14E-08,-0.734921018,0.083,0.124,0.000303225,0,0
Rgs2,6.74E-22,-0.735039294,0.106,0.186,1.79E-17,-0.632375443,0
Snhg3,6.66E-24,-0.735420068,0.158,0.254,1.77E-19,0,0
Cck,3.89E-50,-0.735519158,0.293,0.461,1.04E-45,0,0
4930470H14Rik,1.45E-08,-0.73613227,0.038,0.068,0.000384756,-0.699019708,-0.606660784
Ap5s1,1.43E-07,-0.736153233,0.037,0.063,0.003810085,0,0
Trim28,5.50E-19,-0.736827917,0.127,0.205,1.46E-14,0,0
Gfra1,5.50E-08,-0.737012915,0.03,0.056,0.001462492,0,0
Scd3,6.29E-11,-0.73762867,0.058,0.099,1.67E-06,0,0
Rad9a,7.45E-07,-0.738265056,0.039,0.065,0.019814329,0,0
Slc39a7,1.57E-13,-0.74031991,0.097,0.154,4.18E-09,0,0
Tubg2,2.02E-17,-0.740905062,0.046,0.098,5.38E-13,0,0
Nr4a1,7.89E-68,-0.741732874,0.371,0.571,2.10E-63,-0.368046931,0
Fkbp1b,3.63E-09,-0.745043645,0.053,0.088,9.66E-05,0,0
Inf2,4.08E-102,-0.745945745,0.68,0.835,1.08E-97,0,0
Gatd1,2.24E-10,-0.746607708,0.058,0.097,5.95E-06,0,0
Prrg1,3.31E-21,-0.747452119,0.126,0.209,8.79E-17,-0.38217118,0
4931415C17Rik,7.03E-16,-0.748055763,0.074,0.132,1.87E-11,0.442114805,0.732827767
Dnah10,2.35E-08,-0.74876971,0.052,0.085,0.000624493,0,-0.386452342
Spry2,1.32E-31,-0.749208569,0.243,0.367,3.50E-27,-0.446881602,0
Ndufb8,1.17E-32,-0.749271242,0.204,0.33,3.12E-28,0,0
Ggnbp1,1.40E-12,-0.749279908,0.067,0.114,3.71E-08,0,0
Ubc,2.11E-32,-0.7494154,0.19,0.311,5.60E-28,-0.462998025,0
Dhdh,1.31E-08,-0.74947744,0.035,0.063,0.000347288,0,0
Mrto4,4.15E-14,-0.751129063,0.101,0.161,1.10E-09,0,0
Pbld1,4.54E-09,-0.752664925,0.047,0.08,0.000120718,0,0
Cebpb,1.17E-11,-0.753221977,0.066,0.111,3.11E-07,0,0.573335526
Stac3,9.94E-23,-0.753712126,0.087,0.164,2.64E-18,-0.42327822,0
mt-Cytb,6.29E-16,-0.755768324,0.081,0.141,1.67E-11,0.465142245,0
Prss36,2.14E-26,-0.756394436,0.123,0.217,5.68E-22,0.320824355,0
Polr2i,1.77E-11,-0.757022683,0.055,0.097,4.70E-07,0,0
Fbxo2,2.03E-14,-0.757845437,0.067,0.119,5.41E-10,0,0
Dnase1l3,7.14E-10,-0.75993681,0.111,0.159,1.90E-05,-0.449826914,0
Nrn1,8.74E-60,-0.760058985,0.391,0.57,2.32E-55,-0.640047985,0
2310067P03Rik,8.18E-14,-0.760486552,0.062,0.112,2.18E-09,-0.449297671,0
Vstm2l,1.79E-28,-0.762876569,0.175,0.285,4.76E-24,0,0
Resp18,1.52E-43,-0.7634389,0.207,0.359,4.03E-39,-0.345459462,0
Trmt61a,6.61E-10,-0.764301533,0.054,0.091,1.76E-05,0,0
Ccdc14,3.09E-13,-0.764320332,0.08,0.133,8.23E-09,0,0
Ddx39,1.78E-14,-0.767092274,0.068,0.12,4.73E-10,0,0
Atp5k,3.17E-42,-0.767490254,0.262,0.412,8.43E-38,0,0.461550414
Slc5a4b,2.96E-12,-0.768052406,0.051,0.094,7.88E-08,0,0
Vps28,1.24E-21,-0.768940211,0.096,0.174,3.31E-17,0,0
Plk4,1.75E-10,-0.768984159,0.115,0.166,4.66E-06,0,0
Glmp,1.88E-09,-0.771414324,0.046,0.081,5.01E-05,0,0
Naa38,1.14E-10,-0.772587362,0.051,0.09,3.03E-06,0.445366027,0
Trpt1,1.33E-09,-0.77363725,0.032,0.062,3.53E-05,0,0
Cyth2,1.29E-15,-0.774947053,0.087,0.147,3.43E-11,0,0
Itgb3,1.28E-10,-0.775313861,0.064,0.105,3.41E-06,0,0
Mrps24,1.17E-29,-0.776498299,0.152,0.262,3.11E-25,0,0
1110065P20Rik,6.78E-19,-0.77703221,0.086,0.154,1.80E-14,0,0
Cdc34,1.07E-10,-0.778429255,0.041,0.076,2.83E-06,0,-0.600200609
Lin7b,2.44E-46,-0.780178329,0.245,0.401,6.48E-42,0,0
Mmp23,5.30E-08,-0.780664895,0.047,0.077,0.001408883,0,0
Tsr3,5.75E-23,-0.781570609,0.11,0.193,1.53E-18,0,0
Cntnap4,4.22E-46,-0.781920677,0.229,0.384,1.12E-41,-0.644083163,0
Ndufaf3,8.22E-11,-0.783491809,0.043,0.079,2.18E-06,0,0
Dnlz,8.16E-15,-0.784758032,0.071,0.125,2.17E-10,0,-0.469648728
Snhg20,6.79E-68,-0.784909925,0.408,0.616,1.80E-63,0,0
Bax,7.79E-37,-0.786081302,0.216,0.35,2.07E-32,0,0
Gpc4,2.70E-41,-0.786272147,0.235,0.378,7.19E-37,0,0
Clnk,2.36E-17,-0.788035695,0.104,0.172,6.27E-13,0,0
Egfl7,1.22E-15,-0.788856826,0.066,0.121,3.24E-11,0,0
Nfe2l2,9.72E-09,-0.788887808,0.04,0.071,0.000258309,0,0
Sema5a,7.98E-08,-0.79386931,0.031,0.056,0.002120732,-0.568397492,0
Zfp428,3.24E-14,-0.79426206,0.063,0.113,8.61E-10,-0.389858574,0
Commd7,1.86E-15,-0.796312788,0.117,0.184,4.94E-11,0,0
Teddm3,4.15E-15,-0.797227381,0.066,0.119,1.10E-10,0,0
Tmem158,6.55E-12,-0.798695017,0.04,0.077,1.74E-07,0,0
Tmem170,5.28E-12,-0.799485286,0.055,0.097,1.41E-07,0,0
Tubb2a,1.52E-67,-0.801099769,0.273,0.474,4.05E-63,0,0
Klhl25,1.69E-18,-0.801653708,0.068,0.13,4.50E-14,0,0
Cyp11a1,3.43E-25,-0.802155952,0.105,0.193,9.11E-21,-0.361599228,0
Mien1,2.23E-13,-0.804610176,0.056,0.103,5.93E-09,0,0
Rfng,2.16E-21,-0.805882745,0.125,0.207,5.73E-17,0,0
Adcyap1,2.65E-20,-0.807058124,0.092,0.165,7.05E-16,-0.551528059,-0.66499827
Gfpt2,5.81E-15,-0.807180752,0.044,0.089,1.54E-10,0,0
Mad2l2,3.49E-09,-0.808347755,0.041,0.073,9.29E-05,0,0
Lsm4,6.39E-07,-0.809226994,0.039,0.065,0.01698728,0,0
A530072M11Rik,2.04E-15,-0.809236156,0.064,0.118,5.43E-11,0,0
Ppp2r3d,4.06E-11,-0.810966376,0.065,0.108,1.08E-06,0,0
1110008P14Rik,5.84E-71,-0.81187728,0.357,0.56,1.55E-66,0,0
Mt3,4.68E-57,-0.811912332,0.328,0.505,1.24E-52,0.335978134,0
Mapk12,4.16E-11,-0.812356808,0.048,0.087,1.11E-06,-0.369631642,0
Nfs1,6.23E-22,-0.813362563,0.519,0.607,1.66E-17,0,0
Cables2,1.63E-18,-0.813934537,0.1,0.169,4.34E-14,0,0
B930036N10Rik,6.74E-08,-0.815807053,0.029,0.054,0.001791961,0,-0.935279834
Gcsh,5.60E-16,-0.816802183,0.086,0.146,1.49E-11,0.388567838,0
Ptges2,8.37E-16,-0.82487059,0.094,0.156,2.22E-11,0,0
Sdhaf1,2.12E-10,-0.825852544,0.04,0.075,5.65E-06,0.425809324,0
Fxyd6,3.03E-09,-0.828068632,0.03,0.059,8.07E-05,0,0
Eif3g,8.95E-11,-0.831258227,0.06,0.101,2.38E-06,0,0.486473774
Ddt,2.42E-09,-0.831543744,0.047,0.081,6.42E-05,0,0.381104154
Dnah2,1.47E-11,-0.832393185,0.074,0.122,3.91E-07,0,0
Gpx1,6.70E-11,-0.832659109,0.026,0.056,1.78E-06,0,0
Asb11,8.83E-13,-0.832773009,0.043,0.084,2.35E-08,-0.403062352,-0.774274056
Akt1s1,1.83E-13,-0.836580566,0.071,0.122,4.86E-09,-0.580245426,-1.039550884
Atp5mpl,1.07E-40,-0.837174519,0.219,0.361,2.85E-36,0,0
Mt1,2.20E-20,-0.84006974,0.097,0.173,5.85E-16,0,0
Ndufa3,2.61E-28,-0.842321436,0.17,0.278,6.93E-24,0,0
Pik3r6,1.30E-14,-0.843321538,0.041,0.085,3.45E-10,-0.324090349,0
Aldoc,3.07E-27,-0.845691851,0.095,0.184,8.16E-23,0,0.595322936
Itgav,2.38E-96,-0.846572292,0.461,0.68,6.34E-92,0,0
Snhg15,5.30E-15,-0.846894472,0.048,0.096,1.41E-10,0,0
mt-Nd2,4.79E-14,-0.847485873,0.058,0.106,1.27E-09,0.524736471,0
Frmpd2,7.12E-13,-0.851118794,0.034,0.071,1.89E-08,-0.934065478,0
Tmsb10,3.53E-65,-0.853419023,0.3,0.496,9.38E-61,0,0
Atp5d,1.87E-52,-0.853422708,0.295,0.464,4.98E-48,0,0
Nudt8,2.30E-08,-0.85405283,0.031,0.058,0.000611504,0.691411617,0
Map1lc3a,2.93E-44,-0.854613908,0.199,0.344,7.79E-40,0,0
Tmco5,1.35E-13,-0.856368934,0.035,0.074,3.59E-09,-0.496642818,0
Hras,5.11E-36,-0.858225089,0.132,0.25,1.36E-31,0,0
Shmt1,7.03E-07,-0.8597082,0.028,0.051,0.018678788,0,0
