,RNA.IC_1d,RNA.IC_3d,RNA.IC_7d,RNA.Uninjured,Minimum,,14856
Gpr19,0.340415068,0.445852543,0.238645133,0.111525643,0.111525643,,
Gpr20,0.001534982,0.001197566,0.003404139,0.007353262,0.001197566,,
Gpr21,0.061604005,0.042559879,0.01939842,0.038806833,0.01939842,,
Gpr22,0.30346411,0.114960531,0.469892569,0.459957079,0.114960531,,
Gpr26,0.061196997,0.078880321,0.050476097,0.064920291,0.050476097,,
Gpr27,0.010111968,0.017169662,0.027420418,0.033412991,0.010111968,,
Gpr3,0.024294361,0.003338641,0.007409649,0.011770806,0.003338641,,
Gpr34,0.018006792,0.014819178,0.046935064,0.049655037,0.014819178,,
Gpr35,0.022166362,0.038904531,0.030386817,0.019226247,0.019226247,,
Gpr37,0.001326021,0.005298667,0,0.001797084,0,,
Gpr37l1,0.000652766,0.016174895,0.006052351,0.002045436,0.000652766,,
Gpr39,0.011499638,0.011207071,0.027030507,0.031107099,0.011207071,,
Gpr4,0.007906948,0.005532148,0.012761157,0.014239897,0.005532148,,
Gpr45,0.746973781,1.154448934,0.699111737,0.854371318,0.699111737,,
Gpr50,0,0.001743113,0,0,0,,
Gpr52,0.007368908,0.006572992,0,0.004638491,0,,
Gpr55,0.004869861,0.003109284,0.008497023,0.00679095,0.003109284,,
Gpr61,0.114654377,0.095635903,0.124455255,0.133010366,0.095635903,,
Gpr62,0.000485949,0.001023379,0.00573823,0.001722707,0.000485949,,
Gpr63,0.000489753,0.002818997,0,0.005692416,0,,
Gpr65,0.001260574,0.000892224,0.011120996,0.00125224,0.000892224,,
Gpr68,0.00504286,0.011279533,0.009126049,0.021868074,0.00504286,,
Gpr75,0.015584881,0.0135614,0.018998992,0.013393904,0.013393904,,
Gpr82,0.01651487,0.013745671,0.041395071,0.032082293,0.013745671,,
Gpr83,0.006308652,0.012342206,0.009598057,0.005739385,0.005739385,,
Gpr84,0.000331602,0,0,0.000388729,0,,
Gpr85,0.216183746,0.099888697,0.270391062,0.18028597,0.099888697,,
Gpr87,0.001785972,0.002201213,0.038247835,0.023732829,0.001785972,,
Gpr88,0.001976321,0.001252711,0,0.000248307,0,,
Gpr89,0.26821927,0.391535304,0.323511632,0.257325725,0.257325725,,
Gprasp1,1.941757554,1.977446242,1.548050958,1.573629623,1.548050958,,
Gprasp2,0.08580777,0.091771706,0.253316162,0.117445269,0.08580777,,
Gprc5a,0.002869486,0.004036566,0,0.001064668,0,,
Gprc5b,0.265611491,0.174679588,0.287983028,0.326081206,0.174679588,,
Gprc5c,0.001942677,0.000971081,0,0.000862951,0,,
Gprc5d,0.022744346,0.012567963,0.076001458,0.002211787,0.002211787,,
Gprc6a,0.008561789,0.004967936,0.008840848,0.008028437,0.004967936,,
Gprin1,0.034865711,0.072913314,0.04451963,0.042722567,0.034865711,,
Gprin2,0,0.001910018,0,0,0,,
Gprin3,0.502558571,0.554815033,1.092428912,1.402168,0.502558571,,
Gps1,0.085767082,0.100891979,0.122088291,0.119153698,0.085767082,,
Gps2,0.478899191,0.419471455,0.770181336,0.686804127,0.419471455,,
Gpsm1,0.140557313,0.271104527,0.215007351,0.10680418,0.10680418,,
Gpsm2,0.087411975,0.112704916,0.258956841,0.102041241,0.087411975,,
Gpsm3,0,0,0,0,0,,
Gpt,0.019427004,0.016893982,0.045222114,0.012139413,0.012139413,,
Gpt2,0.359723406,0.312616463,0.38559346,0.163269962,0.163269962,,
Gpx1,0.018095822,0.016834205,0.03775369,0.015230933,0.015230933,,
Gpx2,0.000874067,0.002093481,0,0.000692158,0,,
Gpx3,0,0,0,0.001268964,0,,
Gpx4,0.097396372,0.131285175,0.322351533,0.140821001,0.097396372,,
Gpx7,0.005846178,0.017686675,0.050631845,0.020598824,0.005846178,,
Gramd1a,0.25822635,0.344603945,0.17516379,0.176132647,0.17516379,,
Gramd1b,3.57960448,2.099652657,2.454669548,2.478851003,2.099652657,,
Gramd1c,0.023655551,0.093156838,0.0924007,0.037415117,0.023655551,,
Gramd2,0.278568155,0.141982756,0.2576936,0.359508301,0.141982756,,
Gramd3,0.005896954,0.024645355,0.016185174,0.003917311,0.003917311,,
Gramd4,0.427469957,0.599732667,0.356486114,0.288301767,0.288301767,,
Grap,0,0,0,0,0,,
Grap2,0.004342653,0.001152944,0.036407289,0.015221981,0.001152944,,
Grasp,0.418156325,0.194011151,0.330463998,0.214217289,0.194011151,,
Grb10,0.213111708,0.812771176,0.228130261,0.210267476,0.210267476,,
Grb14,0.097730909,0.071974322,0.044525892,0.183984417,0.044525892,,
Grb2,0.90065015,0.747842578,0.637813603,0.67307053,0.637813603,,
Grb7,0,0.001505407,0,0,0,,
Grcc10,0.040592979,0.045635088,0.230674953,0.104270075,0.040592979,,
Greb1,0.008712816,0.031573071,0.020080468,0.007945846,0.007945846,,
Greb1l,0.362658634,0.742464745,0.603650568,0.721077883,0.362658634,,
Grem1,0.021676984,0.027017239,0.045907153,0.020700504,0.020700504,,
Grem2,0.124254822,0.870494579,0.094313345,0.117707527,0.094313345,,
Grhl1,0.387127071,0.188629238,0.296516056,0.158765271,0.158765271,,
Grhl2,0.010292913,0.004967634,0.005167825,0.010211785,0.004967634,,
Grhl3,0.040597888,0.04887648,0.182412121,0.066000223,0.040597888,,
Grhpr,0.04602403,0.060807353,0.079766309,0.047692556,0.04602403,,
Gria1,14.90694602,12.06299999,8.55442412,11.24974951,8.55442412,,
Gria2,13.19856925,5.998412072,14.27062609,17.94414134,5.998412072,,
Gria3,6.644203342,3.338615485,6.270484692,11.63848543,3.338615485,,
Gria4,0.827000734,1.69248714,1.335578021,1.91354862,0.827000734,,
Grid1,6.486054811,9.989795619,4.815667271,6.472146167,4.815667271,,
Grid2,9.39317554,8.762016635,7.780204093,17.47773458,7.780204093,,
Grid2ip,0.009511601,0.045361892,0.02390052,0.018292219,0.009511601,,
Grik1,0.058497585,0.192814681,0.076349779,0.062476285,0.058497585,,
Grik2,15.29270829,16.42899924,13.22134959,12.42240745,12.42240745,,
Grik3,1.612458528,3.40404237,0.812758497,0.990473148,0.812758497,,
Grik4,1.538110592,3.226066633,1.223084555,1.791376902,1.223084555,,
Grik5,1.01113311,1.214939438,0.848699797,0.878546119,0.848699797,,
Grin1,4.858012313,3.762884983,3.75944857,4.438037659,3.75944857,,
Grin1os,0.145151909,0.070907839,0.216621433,0.257643894,0.070907839,,
Grin2a,23.01156587,10.29864296,11.72531315,17.49285484,10.29864296,,
Grin2b,13.78447612,10.57092552,16.6952799,17.30274313,10.57092552,,
Grin2c,0,0.005435837,0.034363851,0.001095824,0,,
Grin2d,0.03258461,0.044294919,0.075124644,0.037949524,0.03258461,,
Grin3a,0.146141756,0.235600546,0.336668742,0.175520901,0.146141756,,
Grin3b,0.001959021,0.000439472,0.006326065,0.001379719,0.000439472,,
Grina,0.347375505,0.34215238,0.493071842,0.323219911,0.323219911,,
Grip1,2.406247355,6.880316807,2.58047599,3.034194643,2.406247355,,
Grip1os1,0.012262628,0.017421272,0.054661769,0.054935174,0.012262628,,
Grip1os2,0.071357841,0.093995091,0.388357657,0.290045445,0.071357841,,
Grip1os3,0.013108555,0.019897006,0.034637946,0.016765877,0.013108555,,
Grip2,0.690157589,0.549589041,0.334016975,0.243156675,0.243156675,,
Gripap1,1.372177161,1.100549277,0.943027742,0.712733617,0.712733617,,
Grk2,0.085582097,0.094219199,0.058553552,0.077523558,0.058553552,,
Grk3,0.517994356,0.665042599,0.444914814,0.635314231,0.444914814,,
Grk4,0.406439575,0.414853579,0.418948545,0.547930029,0.406439575,,
Grk5,0.233753341,0.403054769,0.181935468,0.433232881,0.181935468,,
Grk6,0.315378758,0.244733251,0.354232698,0.277803612,0.244733251,,
Grm1,0.717515114,0.777783032,0.856960672,1.099557047,0.717515114,,
Grm2,0.003627101,0.005458369,0.005959476,0.007967426,0.003627101,,
Grm3,1.541686514,0.710653449,0.941715288,2.564915154,0.710653449,,
Grm4,0.230708381,0.21857194,0.18873213,0.216895363,0.18873213,,
Grm5,13.61899039,7.277627588,11.23769906,17.13093576,7.277627588,,
Grm6,0,0.001496024,0,0,0,,
Grm7,28.10334338,23.22554661,19.71434191,16.91633263,16.91633263,,
Grm8,6.615392838,5.331026802,2.994084928,8.789876596,2.994084928,,
Grn,0.045344692,0.098640398,0.063183536,0.046214215,0.045344692,,
Grp,0.001275836,0.008576101,0,0.000732368,0,,
Grpel1,0.037730662,0.053403055,0.126280448,0.059640491,0.037730662,,
Grpel2,0.103443282,0.080432319,0.105909433,0.080568295,0.080432319,,
Grpr,0,0.000480775,0,0,0,,
Grrp1,0,0,0,0,0,,
Grsf1,0.109440999,0.168784933,0.160126189,0.119234913,0.109440999,,
Grtp1,0.006269116,0.025074643,0.021467289,0.014788716,0.006269116,,
Grwd1,0.01266048,0.011368197,0.015030252,0.011473432,0.011368197,,
Grxcr1,0.003134013,0.016237631,0.001172333,0.00174288,0.001172333,,
Grxcr2,0,0,0,0,0,,
Gsap,0.029720699,0.058648696,0.085465027,0.014195638,0.014195638,,
Gsdma,0,0,0,0,0,,
Gsdma2,0,0,0,0,0,,
Gsdma3,0,0,0,0,0,,
Gsdmc,0,0,0,0.000437411,0,,
Gsdmc4,0.00150341,0,0,0,0,,
Gsdmd,0,0.000258925,0,0,0,,
Gsdme,1.000135135,1.093307293,4.879168439,3.769834343,1.000135135,,
Gse1,3.296534588,2.80896905,2.30119412,1.892300181,1.892300181,,
Gsg1,0.023891837,0.038325544,0.154474259,0.095523379,0.023891837,,
Gsg1l,0.195460973,0.277857965,0.176594847,0.240205662,0.176594847,,
Gsg1l2,0,0,0,0,0,,
Gsk3a,0.199318724,0.180579761,0.300600112,0.183284691,0.180579761,,
Gsk3b,1.963407072,2.314554157,2.226391999,1.68263738,1.68263738,,
Gskip,0.176499672,0.198673822,0.241284674,0.176716823,0.176499672,,
Gsn,0.086745576,0.158535291,0.094541277,0.075272783,0.075272783,,
Gspt1,0.452162518,0.558158869,0.536099521,0.407082648,0.407082648,,
Gspt2,0.073697838,0.071753262,0.090579673,0.077117945,0.071753262,,
Gsr,0.191375746,0.276741842,0.179671827,0.289542298,0.179671827,,
Gss,0.299728458,0.201725094,0.661863602,0.40362065,0.201725094,,
Gssos1,0.058219232,0.017472078,0.010471909,0.033438312,0.010471909,,
Gssos2,0.000574162,0.002670502,0.005855004,0.001369162,0.000574162,,
Gsta2,0.003616121,0.004761275,0,0.001693333,0,,
Gsta3,0.021140824,0.017484938,0.102916858,0.045011629,0.017484938,,
Gsta4,0.004456678,0.005471126,0.027294514,0.010488797,0.004456678,,
Gstcd,0.072974151,0.128414787,0.220586972,0.14859945,0.072974151,,
Gstk1,0.003365821,0.005961774,0.031463886,0.002969616,0.002969616,,
Gstm1,0.004186826,0.006343174,0,0.002563665,0,,
Gstm2,0.000604818,0.001241812,0,0.001272049,0,,
Gstm4,0.008278967,0.007970737,0.009551883,0.004830591,0.004830591,,
Gstm5,0.020010526,0.023011711,0.059244272,0.031241499,0.020010526,,
Gstm6,0.003152489,0.003121499,0,0.003837844,0,,
Gstm7,0.000560723,0.000755676,0,0.000500041,0,,
Gsto1,0.035747003,0.045705626,0.052543006,0.057334977,0.035747003,,
Gsto2,0.009238916,0.018659596,0.017401291,0.009523383,0.009238916,,
Gstp1,0.029645229,0.048475629,0.006969191,0.012294567,0.006969191,,
Gstp2,0,0.001422306,0,0,0,,
Gstt1,0.000950066,0.00781701,0.009560392,0.004916119,0.000950066,,
Gstt2,0.007573717,0.026897429,0.014312806,0.015721423,0.007573717,,
Gstt4,0,0,0,0,0,,
Gstz1,0.195847625,0.349329885,0.464144032,0.294399911,0.195847625,,
Gt(ROSA)26Sor,0.077067242,0.070447853,0.114250767,0.090772635,0.070447853,,
Gtdc1,2.496909682,1.917282033,2.197571491,2.704023435,1.917282033,,
Gtf2a1,0.380079474,0.785215222,0.373362495,0.27249987,0.27249987,,
Gtf2a1l,0,0.000794766,0,0.001983804,0,,
Gtf2a2,0.231625514,0.349609073,0.23446171,0.187118919,0.187118919,,
Gtf2b,0.169457184,0.190457812,0.18839977,0.153873751,0.153873751,,
Gtf2e1,0.06908578,0.104944741,0.098670596,0.122941096,0.06908578,,
Gtf2e2,0.156560662,0.22220568,0.215238373,0.196463243,0.156560662,,
Gtf2f1,0.141632995,0.194294754,0.185242738,0.152499163,0.141632995,,
Gtf2f2,0.19362145,0.30194949,0.21514506,0.242794752,0.19362145,,
Gtf2h1,0.312353216,0.410280226,0.361557725,0.288561839,0.288561839,,
Gtf2h2,0.280127529,0.310434835,0.344398913,0.295676572,0.280127529,,
Gtf2h3,0.070891039,0.129388245,0.094565131,0.065735024,0.065735024,,
Gtf2h4,0.069728622,0.126182086,0.156997573,0.144799825,0.069728622,,
Gtf2h5,0.185194297,0.162151939,0.557664554,0.343262434,0.162151939,,
Gtf2i,1.796444012,1.94367212,1.879270337,1.409908149,1.409908149,,
Gtf2ird1,0.754186596,1.446714294,0.650511278,0.731770614,0.650511278,,
Gtf2ird2,0.141513217,0.202571752,0.35562393,0.168062224,0.141513217,,
Gtf3a,0.023624901,0.012159451,0.118939892,0.050239325,0.012159451,,
Gtf3c1,0.479820634,0.64863904,0.523596401,0.442247,0.442247,,
Gtf3c2,0.331611696,0.420617981,0.411046219,0.278971232,0.278971232,,
Gtf3c3,0.335276494,0.300190328,0.371034836,0.368520107,0.300190328,,
Gtf3c4,0.065627014,0.064915961,0.071280691,0.073227026,0.064915961,,
Gtf3c5,0.088979785,0.063698729,0.088556064,0.070723646,0.063698729,,
Gtf3c6,0.012224823,0.026973481,0.030604563,0.02148822,0.012224823,,
Gtpbp1,0.087085954,0.093662496,0.12940948,0.112089378,0.087085954,,
Gtpbp10,0.028885037,0.049115193,0.053475907,0.053019846,0.028885037,,
Gtpbp2,1.163322247,1.282673365,1.335492543,0.717883182,0.717883182,,
Gtpbp3,0.129494857,0.19491307,0.135924397,0.132105596,0.129494857,,
Gtpbp4,0.55346685,0.494134318,0.430758353,0.346125726,0.346125726,,
Gtpbp6,0.264672014,0.172391331,0.216594709,0.203314045,0.172391331,,
Gtpbp8,0.114515985,0.156768929,0.238139972,0.16910818,0.114515985,,
Gtse1,0.002341813,0.00521861,0.00536711,0.00220647,0.00220647,,
Gtsf1,0.021139496,0.009196079,0.02524184,0.028629933,0.009196079,,
Gtsf2,0.003177077,0,0,0.007843482,0,,
Guca1b,0.026145055,0.013286812,0.012226381,0.011487474,0.011487474,,
Guca2a,0,0.000924225,0,0,0,,
Gucd1,0.117341677,0.167268321,0.153384647,0.149513503,0.117341677,,
Gucy1a1,0.096108699,0.106682716,0.168584924,0.155913601,0.096108699,,
Gucy1a2,0.895575837,1.429366247,1.651096833,2.240686928,0.895575837,,
Gucy1b1,0.719611809,0.666657837,0.871457069,0.688140645,0.666657837,,
Gucy1b2,0.003195058,0.002418668,0.0160558,0.004973535,0.002418668,,
Gucy2c,0.020511924,0.007152788,0.002063387,0.006357685,0.002063387,,
Gucy2d,0,0,0,0,0,,
Gucy2e,0.006304393,0.000939064,0,0.00336883,0,,
Gucy2f,0.002968998,0.003876443,0.011761974,0.000228415,0.000228415,,
Gucy2g,0.011768818,0.001698919,0.040007232,0.040172639,0.001698919,,
Guf1,0.329699209,0.244827153,0.378899051,0.316863411,0.244827153,,
Guk1,0.066347808,0.114402263,0.167108419,0.131929199,0.066347808,,
Gulo,0,0.003559788,0.011120996,0.000567182,0,,
Gulp1,0.04919198,0.07901744,0.304198224,0.003823589,0.003823589,,
Gusb,0.032069528,0.064518273,0.088965218,0.07145888,0.032069528,,
Gvin1,0,0.001039681,0,0,0,,
Gxylt1,0.284495106,0.204536344,0.172718697,0.182947204,0.172718697,,
Gxylt2,0.043469745,0.168031046,0.063593416,0.018129913,0.018129913,,
Gyg,0.038629854,0.059795922,0.09889324,0.060524799,0.038629854,,
Gypa,0.003436993,0.006464509,0.004611288,0.007579068,0.003436993,,
Gypc,0.001109264,0.002918769,0,0.003300537,0,,
Gys1,0.636702117,0.624326818,0.593813267,0.487587275,0.487587275,,
Gys2,0.009243958,0.008583838,0.007186686,0.01717348,0.007186686,,
Gzf1,0.170070825,0.099866313,0.166444121,0.1421667,0.099866313,,
Gzmc,0,0,0.007384329,0.00087659,0,,
Gzmk,0.007808894,0.017188002,0.019718711,0.036961778,0.007808894,,
Gzmm,0.019067037,0.023659589,0.017889878,0.01479615,0.01479615,,
Gzmn,0,0,0,0,0,,
H13,0.543245279,0.920546087,0.470925148,0.294726556,0.294726556,,
H1f0,0.007343154,0.010287609,0.02208964,0.012899377,0.007343154,,
H1foo,0,0.001155533,0,0,0,,
H1fx,0.004576467,0.010579632,0.040153819,0.01176996,0.004576467,,
H2-Aa,0,0,0,0,0,,
H2-Ab1,0,0.001100093,0,0,0,,
H2afj,0.138352863,0.059901608,0.161670399,0.129871278,0.059901608,,
H2afv,0.04340049,0.071484423,0.149237109,0.084917007,0.04340049,,
H2afx,0.012507702,0.014527632,0.055899012,0.015080362,0.012507702,,
H2afy,0.321767853,0.339565079,0.283568161,0.23638069,0.23638069,,
H2afy2,0.095105125,0.144223022,0.132107628,0.096550762,0.095105125,,
H2afz,0.121669464,0.077252063,0.428753279,0.200990743,0.077252063,,
H2B-mGL,0,0.293296456,0,0,0,,
H2-D1,0.044175385,0.075938374,0.11067818,0.030638447,0.030638447,,
H2-DMa,0.131071484,0.186042627,0.12634076,0.130420102,0.12634076,,
H2-DMb1,0.001646966,0,0.003095592,0.002617659,0,,
H2-DMb2,0.00229793,0.000355595,0,0.000821408,0,,
H2-Eb1,0.002803697,0.003340254,0.001899263,0.003095974,0.001899263,,
H2-K1,0.002492381,0.012424255,0.007472695,0.00047379,0.00047379,,
H2-Ke6,0.042682662,0.070330153,0.112767927,0.072126376,0.042682662,,
H2-M10.2,0.00130248,0.000235138,0.005053875,0.002697114,0.000235138,,
H2-M3,0.0098188,0.004653632,0.021824548,0.018378174,0.004653632,,
H2-M5,0.001794099,0.002390649,0,0.001969808,0,,
H2-Ob,0,0.001091379,0.002181311,0.000343761,0,,
H2-Q4,0,0.029447445,0.004228687,0.000239631,0,,
H2-Q6,0,0.001702821,0,0,0,,
H2-Q7,0,0.000607138,0,0,0,,
H2-T22,0.091189352,0.119970802,0.202058991,0.133101407,0.091189352,,
H2-T23,0.015048628,0.033803178,0.01033355,0.011288356,0.01033355,,
H2-T24,0.021808644,0.027738031,0.093781094,0.086337859,0.021808644,,
H3f3a,0.185481323,0.286707169,0.27208551,0.18261822,0.18261822,,
H3f3aos,0.004232731,0.020139462,0.041903357,0.013244683,0.004232731,,
H3f3b,0.405118926,0.458933599,1.386108392,0.30938416,0.30938416,,
H60b,0.000952365,0.001900773,0.001314821,0.001610023,0.000952365,,
H6pd,0.045414645,0.074497396,0.152452755,0.090370311,0.045414645,,
Haao,0.001742235,0.002106263,0.002063387,0.002638976,0.001742235,,
Habp4,0.247971245,0.445423784,0.370672956,0.361913861,0.247971245,,
Hacd1,0.397718682,0.575907579,0.446001298,0.43768026,0.397718682,,
Hacd2,0.469120715,0.67146425,0.377825786,0.342761234,0.342761234,,
Hacd3,0.627049853,0.950362859,0.711885232,0.651825705,0.627049853,,
Hacd4,0.272611277,0.210036936,1.209740615,1.088331689,0.210036936,,
Hace1,0.703920774,0.865729839,0.686275624,0.815297136,0.686275624,,
Hacl1,0.018016761,0.046992235,0.030008742,0.016450558,0.016450558,,
Hadh,0.027118402,0.048372791,0.037572102,0.036187736,0.027118402,,
Hadha,0.213960998,0.368080293,0.365757206,0.298397826,0.213960998,,
Hadhb,0.111375027,0.188640919,0.215300004,0.149240831,0.111375027,,
Hagh,0.715789453,0.861078111,1.00492678,0.641111794,0.641111794,,
Haghl,0.381840447,0.280859023,0.416108752,0.814244247,0.280859023,,
Hal,0.012361629,0.012923065,0.075466689,0.010439917,0.010439917,,
Halr1,0.001019873,0.000313277,0.00599952,0.001168874,0.000313277,,
Hamp,0.000678556,0.003836317,0,0.001308182,0,,
Hand2os1,0.000288049,0.000724981,0,0.001499802,0,,
Hao1,0.005722501,0.028913,0.00316368,0.002643155,0.002643155,,
Hao2,0.016557701,0.021286032,0.054131309,0.026167615,0.016557701,,
Hap1,0.089343688,0.06397296,0.1597188,0.147297289,0.06397296,,
Hapln1,0.000512769,0.007046407,0.004137018,0.00467566,0.000512769,,
Hapln2,0.012953992,0.002442497,0.002968064,0.00979895,0.002442497,,
Hapln3,0.001113193,0.000777682,0.00509411,0.000361572,0.000361572,,
Hapln4,0.037553861,0.022851636,0.046219847,0.079879295,0.022851636,,
Harbi1,0.015734878,0.046060607,0.040130328,0.028468108,0.015734878,,
Hars,0.319684208,0.326449959,0.2055633,0.181370323,0.181370323,,
Hars2,0.134291252,0.138555409,0.067530597,0.107838322,0.067530597,,
Has1,0.057008095,0.030207669,0.121219023,0.092089401,0.030207669,,
Has2,0,0,0,0,0,,
Has2os,0.004720992,0.0071959,0,0.004680078,0,,
Has3,0.009772044,0.006856132,0.027280181,0.016635904,0.006856132,,
Haspin,0.000615861,0,0,0.001012247,0,,
Hat1,0.102629518,0.145498893,0.180602192,0.101639508,0.101639508,,
Haus1,0.02380036,0.039281679,0.065336425,0.040355732,0.02380036,,
Haus2,0.086731658,0.097336739,0.068253717,0.081139799,0.068253717,,
Haus3,0.041866719,0.048257674,0.091420984,0.12133906,0.041866719,,
Haus4,0.019766404,0.035559263,0.073104619,0.049039119,0.019766404,,
Haus5,0.0063388,0.034870974,0.040840359,0.007549242,0.0063388,,
Haus6,0.062923779,0.093650418,0.097357225,0.127168742,0.062923779,,
Haus7,0.010267013,0.014740077,0.012089159,0.009441657,0.009441657,,
Haus8,0.040962112,0.038144654,0.030202594,0.029978573,0.029978573,,
Havcr1,0,0.00104626,0,0,0,,
Havcr2,0.004514736,0.013267182,0.019633789,0.003393885,0.003393885,,
Hax1,0.150692757,0.167121343,0.15990621,0.077167602,0.077167602,,
Hba-a1,0.013511329,0.005323174,0.002871253,0.006783317,0.002871253,,
Hba-a2,0.017150354,0.003787519,0.005865791,0.003278401,0.003278401,,
Hbb-bs,0.034664925,0.012036431,0.018813269,0.017337166,0.012036431,,
Hbb-bt,0.000637281,0.002886568,0,0.000661928,0,,
Hbegf,0.005423905,0.032064434,0.041468219,0.006684919,0.005423905,,
Hbp1,0.12021533,0.210630518,0.203988521,0.159027865,0.12021533,,
Hbs1l,0.676858886,0.647360509,0.749217985,0.623728817,0.623728817,,
Hc,0.006169521,0.009071486,0.005372878,0.004913251,0.004913251,,
Hccs,0.035711157,0.042192574,0.062258472,0.039201261,0.035711157,,
Hcfc1,0.123231697,0.09807194,0.198273644,0.117924117,0.09807194,,
Hcfc1r1,0.017426128,0.028484171,0.12637322,0.065243445,0.017426128,,
Hcfc2,0.280518402,0.268721416,0.276068289,0.276508988,0.268721416,,
Hck,0.105736936,0.060387409,0.189937403,0.272830444,0.060387409,,
Hcls1,0,0.003048711,0,0,0,,
Hcn1,21.82599454,13.92691621,9.458374572,11.30602026,9.458374572,,
Hcn2,0.189625305,0.335502484,0.559945041,0.599045759,0.189625305,,
Hcn3,0.05184019,0.150224148,0.046050586,0.05307183,0.046050586,,
Hcn4,0.0178017,0.019311357,0.006591089,0.002524401,0.002524401,,
Hcrt,0,0,0.015633129,0.002187324,0,,
Hcrtr1,0,0.001524375,0,0,0,,
Hcrtr2,0.034203003,0.014632353,0.053385439,0.213040058,0.014632353,,
Hcst,0,0.001857934,0,0,0,,
Hdac1,0.125378446,0.289840968,0.174173403,0.123661972,0.123661972,,
Hdac10,0.014819209,0.017032561,0.034416314,0.018891252,0.014819209,,
